report_period,report_year,report_month,source_file,project_code,project_name,agency,approval_date,original_doc,revised_doc,anticipated_doc,original_cost_cr,revised_cost_cr,anticipated_cost_cr,cost_overrun_cr,cost_overrun_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,financial_vs_physical_gap_pct,time_overrun_months,delay_risk_level,root_cause_category,delay_narrative,sector,state,cost_escalation_ratio,expenditure_burn_ratio,log_original_cost,fund_drain_anomaly_flag,planned_duration_months,root_cause,delay_duration_days,risk_level,id
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000182,VARANASI-AURANGABAD KM.786 TO KM.978.40,NHAI,9-20113/2014,(N.A.),,6/2025,2848.0,,3241.56,393.56,13.82,3901.66,90.02,137.0,46.98,0.0,High,On Schedule,"Background VARANASI-AURANGABAD KM.786 TO KM.978.40, MULTI STATE This Project was approved on September 2011 with Capital Investment of Rs. 2848.00 Crores with schedule completion date March 2014. Now it is anticipated to be completed in April 2018.",Road Transport & Highways,Uttar Pradesh,1.138,1.37,7.955,1,36.0,On Schedule,0,High,1600
MAR-2025,2025,MAR,FRMarch2025.pdf,N26000117,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION and ANNUAL MAINTENANCE OF,BSNL,6-20236/2025,(N.A.),,6/2025,24556.35,24544.55,24544.55,-11.8,-0.05,7739.52,87.36,31.52,-55.84,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.315,10.109,0,36.0,On Schedule,0,Low,1601
MAR-2025,2025,MAR,FRMarch2025.pdf,N26000118,OPTICAL TRANSPORT NETWORK (OTN) PH-4 IN BSNL,BSNL,2-20248/2025,(N.A.),,8/2025,810.99,,810.99,0.0,0.0,476.3998,1102.0,58.74,-1043.26,0.0,Low,On Schedule,,Ports & Shipping,Multi-State / Central,1.0,0.587,6.699,0,36.0,On Schedule,0,Low,1602
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002022,BILASIPURA-GUWAHATI ROAD PKG-9,NHIDCL,3-2023,6/2026,N.A.,6/2026,1000.27,,1000.27,0.0,0.0,303.94,22.75,30.39,7.64,0.0,Low,On Schedule,,Road Transport & Highways,Assam,1.0,0.304,6.909,0,39.0,On Schedule,0,Low,1603
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002030,DEVELOPMENT OF EXTERNAL TRUNK CONNECTIVITY AND INTERNAL INFRASTRUCTURE WORKS AT MULTI MODEL LOGISTIC,NHIDCL,2-2020,3/2022,N.A.,9/2024,592.06,,592.06,0.0,0.0,308.87,100.0,52.17,-47.83,30.0,High,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.522,6.385,0,25.0,Administrative & Inter-Agency Coordination,912,High,1604
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001831,SRIRAMPUR - DHUBRI PKG-1,NHIDCL,3-2022,2/2025,N.A.,11/2026,613.89,,613.89,0.0,0.0,110.74,35.13,18.04,-17.09,21.0,Medium,On Schedule / Undocumented,,Other Infrastructure,Multi-State / Central,1.0,0.18,6.421,0,35.0,Contractor / Vendor Non-Performance,638,Medium,1605
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001832,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-3,NHIDCL,1-2023,5/2025,N.A.,5/2025,458.59,,458.59,0.0,0.0,196.33,59.99,42.81,-17.18,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.428,6.13,0,28.0,On Schedule,0,Low,1606
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001969,WIDENING AND UPGRADATION TO TWO LANES WITH PAVED SHOULDERS ROAD FROM TAMENGLONG TO MAHUR (NH-137) I,NHIDCL,3-2023,8/2025,N.A.,8/2025,904.04,,904.04,0.0,0.0,391.08,60.55,43.26,-17.29,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.433,6.808,0,29.0,On Schedule,0,Low,1607
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001971,WIDENING AND UPGRADATION TO TWO LANES WITH PAVED SHOULDERS ROAD FROM TAMENGLONG TO MAHUR (NH-137) IN,NHIDCL,3-2023,8/2025,N.A.,8/2025,890.33,,890.33,0.0,0.0,417.14,56.45,46.85,-9.6,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.469,6.793,0,29.0,On Schedule,0,Low,1608
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002202,MARREM KHULLEN TO JESSAMI SECTION IMPHAL- UKHRUL - JESSAMI PKG-6 (DESIGN CHAINAGE KM 95.700 TO KM 14,NHIDCL,3-2023,12/2026,N.A.,12/2026,554.66,,554.66,0.0,0.0,11.64,9.21,2.1,-7.11,0.0,Low,On Schedule,,Other Infrastructure,Multi-State / Central,1.0,0.021,6.32,0,45.0,On Schedule,0,Low,1609
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002203,IMPHAL-KOHIMA ROAD PKG-4B,NHIDCL,9-2020,6/2026,N.A.,6/2026,268.98,,268.98,0.0,0.0,10.88,11.5,4.04,-7.46,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.04,5.598,0,69.0,On Schedule,0,Low,1610
MAR-2025,2025,MAR,FRMarch2025.pdf,N28000134,DELHI GHAZIABAD MEERUT RRTS CORRIDOR,NCRTC,3-20196/2025,(N.A.),,6/2025,30274.0,,30274.0,0.0,0.0,24993.22,85.0,82.56,-2.44,0.0,Low,On Schedule,"Background DELHI GHAZIABAD MEERUT RRTS CORRIDOR, MULTI STATE Project approved in March 2019 with cost of Rs 30274 and it is to be completed by June’2025. Sector: WATER RESOURCES Ministry of Statistics and Programme Implementation Infrastructure and Project Monitoring Division Release on 24-Aug-2020 ",Other Infrastructure,Delhi & NCR,1.0,0.826,10.318,0,36.0,On Schedule,0,Low,1611
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000112,BASUNDHARA (WEST) OC EXTN(7.00 MTY),MCL,5-20143/2019,(N.A.),,3/2027,479.15,,479.15,0.0,0.0,267.0563,1136.0,55.74,-1080.26,0.0,Low,On Schedule,"Background BASUNDHARA (WEST) OC EXTN(7.00 MTY), ODISHA The project was sanctioned on May,2014 having cost of Rs 479.15 Crore. Total capacity of the project is 7.00 MTY. It has total mineble reserve of 92.73 MTE having life period of 15 years. The Project requires 516.77 Ha of land which has been ful",Other Infrastructure,Multi-State / Central,1.0,0.557,6.174,0,36.0,On Schedule,0,Low,1612
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000167,INTEGRATED LAKHANPUR- BELPAHAR-LILARI OCP,MCL,5-20183/2027,(N.A.),,3/2027,2434.75,,2434.75,0.0,0.0,1747.84,60.87,71.79,10.92,0.0,Low,On Schedule,"Background INTEGRATED LAKHANPUR-BELPAHAR-LILARI OCP, JHARSUGUDA, ODISHA Project approved in May’18 with cost of Rs 2434.75 crore and it is to be completed by March",Coal & Mines,Multi-State / Central,1.0,0.718,7.798,0,36.0,On Schedule,0,Low,1613
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000189,TALABIRA II AND III OCP,NLC,7-20171/2027,(N.A.),,1/2027,2401.07,,2401.07,0.0,0.0,1581.42,60.1,65.86,5.76,0.0,Low,On Schedule,"Background TALABIRA II AND III OCP, SAMBALPUR, ODISHA ( - )",Coal & Mines,Multi-State / Central,1.0,0.659,7.784,0,36.0,On Schedule,0,Low,1614
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000203,NAINI COAL MINE,SCCL,3-20203/2024,(N.A.),,3/2026,494.3,,494.3,0.0,0.0,491.338,1140.0,99.4,-1040.6,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.994,6.205,0,36.0,On Schedule,0,Low,1615
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000230,BALARAM EXPANSION OCP,MCL,8-20203/2029,(N.A.),,3/2029,3504.21,,3504.21,0.0,0.0,1004.0,50.17,28.65,-21.52,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.287,8.162,0,36.0,On Schedule,0,Low,1616
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001114,INDAPUR TO VADPALE,MoRTH,1-201712/2019,(N.A.),,3/2024,1202.52,1656.94,1202.52,0.0,0.0,1450.82,61.42,120.65,59.23,0.0,High,On Schedule,"Background INDAPUR TO VADPALE, MAHARASHTRA Project approved in Jan’2017 with cost of Rs 1202.52 and it is to be completed by March 2020. Ministry Of Statistics and Programme Implementation Infrastructure and Project Monitoring Division Release On 24-Aug",Road Transport & Highways,Multi-State / Central,1.0,1.206,7.093,1,36.0,On Schedule,0,High,1617
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001122,PAITHAN TO SHIRUR,MoRTH,3-20176/2019,(N.A.),,3/2024,341.8,,341.8,0.0,0.0,226.1978,947.0,66.18,-880.82,0.0,Low,On Schedule,"Background PAITHAN TO SHIRUR, AURANGABAD, MAHARASHTRA ( - ) 785 REHABILITATION AND UPGRADATION",Road Transport & Highways,Multi-State / Central,1.0,0.662,5.837,0,36.0,On Schedule,0,Low,1618
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000171,REORGANISATION OF BHARATPUR OCP EXPANSION,MCL,11-20183/2029,(N.A.),,3/2029,2838.87,,2838.87,0.0,0.0,1742.83,44.6,61.39,16.79,0.0,Medium,On Schedule,"Background REORGANISATION OF BHARATPUR OCP EXPANSION, ANGUL, ODISHA Project approved in Nov’18 with cost of Rs 2838.87 crore and it is to be completed by March 2029. Ministry of Statistics and Programme Implementation Infrastructure and Project Monitoring Division Release on 24-Aug-2020 NEYVELI",Coal & Mines,Multi-State / Central,1.0,0.614,7.952,1,36.0,On Schedule,0,Medium,1619
MAR-2025,2025,MAR,FRMarch2025.pdf,N28000126,INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH BERHAMPUR,CPWD EDUCATION,1-20193/2022,(N.A.),,6/2025,790.79,,790.79,0.0,0.0,701.3995,1150.0,88.7,-1061.3,0.0,Low,On Schedule,"Background INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH BERHAMPUR, ODISHA Regarding local body approval, Technical sanction given by Officer in charge, Town Planning Unit, Berhampur vide letter dt.12- 03-2020. Final approval of Gram Panchayat, Laudigaon is awaited. Work stopped from 21-03-2020",Other Infrastructure,Multi-State / Central,1.0,0.887,6.674,0,36.0,On Schedule,0,Low,1620
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000364,TALCHER THERMAL POWER PROJECT STAGE III(2X660 MW),NTPC,8-20225/2027,(N.A.),,12/2027,11844.0,,12539.0,695.0,5.87,2868.74,21.4,24.22,2.82,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.059,0.242,9.38,0,36.0,On Schedule,0,Low,1621
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000351,EASTERN REGION EXPANSION SCHEME XXIX,PGCIL,3-202311/2025,(N.A.),,11/2025,524.04,,524.04,0.0,0.0,347.9792,1160.0,66.4,-1093.6,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.664,6.263,0,36.0,On Schedule,0,Low,1622
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000376,JAGADALPUR-KORAPUT DOUBLING,ECOR,4-20153/2022,(N.A.),,3/2022,1547.38,,1547.38,0.0,0.0,1262.13,93.0,81.57,-11.43,0.0,Low,On Schedule,"Background JAGADALPUR-KORAPUT DOUBLING, ODISHA The project was approved on April 2015 with original cost Rs 1,547.38 crore. Anticipated cost of the project is same. The original date of commissioning and anticipated date of commissioning is March 2021. 24.36 Km is targeted for commissioning in 2017-",Railways,Multi-State / Central,1.0,0.816,7.345,0,36.0,On Schedule,0,Low,1623
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000418,EXECUTION OF RAIL CONNECTIVITY PROJECT FOR COAL TRANSPORTATION IN ODISHA FOR MCRL,IRCON,4-20163/2020,(N.A.),,12/2025,5200.0,,5200.0,0.0,0.0,0.0017,1170.0,0.0,-1170.0,0.0,Low,On Schedule,"Background EXECUTION OF RAIL CONNECTIVITY PROJECT FOR COAL TRANSPORTATION IN ODISHA FOR MCRL, ODISHA MCRL is a joint venture between MCL, IRCON and GoO with shareholdings of 64 percent, 26 percent and 10percent respectively. IRCON is executing agency for the construction works. KOLKATA METRO RAIL CO",Railways,Odisha,1.0,0.0,8.557,0,36.0,On Schedule,0,Low,1624
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000521,BRUNDAMAL-JHARSUGUDA- FLYOVER CONNECTION FOR JOINING DN LINE,ECOR,12-200912/2026,(N.A.),,12/2026,48.44,,297.0,248.56,513.13,302.501,1173.0,624.49,-548.51,0.0,High,On Schedule,,Road Transport & Highways,Multi-State / Central,6.131,6.245,3.901,0,36.0,On Schedule,0,High,1625
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000516,JEYPORE MALKANGIRI NEW LINE,ECOR,2-20187/2033,(N.A.),,7/2033,642.69,,642.69,0.0,0.0,200.33,1175.0,31.17,-1143.83,0.0,Low,On Schedule,,Railways,Multi-State / Central,1.0,0.312,6.467,0,36.0,On Schedule,0,Low,1626
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001859,CONSTRUCTION OF BYPASS ON NH-59 FROM KM 336/350 TO 349/910 (13.56 KM) NEAR BERHAMPUR TOWN INCLUDING,MoRTH,3-20213/2024,(N.A.),,6/2025,196.94,,196.94,0.0,0.0,68.1015,1180.0,34.58,-1145.42,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.346,5.288,0,36.0,On Schedule,0,Low,1627
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001864,CONSTRUCTION OF FOUR LANE ROB AND ITS APPROACHES IN LIEU OF EXISTING LEVEL CROSSING NO. RV-71 AT KM,MoRTH,11-20216/2025,(N.A.),,6/2025,154.49,,154.49,0.0,0.0,59.923,1185.0,38.79,-1146.21,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.388,5.047,0,36.0,On Schedule,0,Low,1628
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000619,DEVELOPMENT OF FOUR LANNING OF ANGUL-SAMBALPUR SECTION OF NATIONAL HIGHWAY NH-42 (NEW NH-55 IN THE S,NHAI,9-20168/2019,(N.A.),,5/2025,2510.04,,2510.04,0.0,0.0,1181.34,99.38,47.06,-52.32,0.0,Low,On Schedule,"Background DEVELOPMENT OF FOUR LANNING OF ANGUL-SAMBALPUR SECTION OF NATIONAL HIGHWAY NH-42 (NEW NH-55 IN THE S, ODISHA Physical progress achieved so far is 26.7%. Out of 153 kms only 56.2kms work has been completed .Now Anticipated date of completion is March 2021. 309 SIX LANNING FROM KM 287.400 T",Road Transport & Highways,Odisha,1.0,0.471,7.828,0,36.0,On Schedule,0,Low,1629
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000733,REHABILITATION AND UP- GRADATION OF EXISTING 2-LANE TO 4 LANE OF DUBURI (KM 388.376) TO CHANDIKHOLE (,NHAI,1-20188/2022,(N.A.),,12/2025,633.68,492.83,633.68,0.0,0.0,560.3885,1189.0,88.43,-1100.57,0.0,Low,On Schedule,"Background REHABILITATION AND UP-GRADATION OF EXISTING 2-LANE TO 4 LANE OF DUBURI (KM 388.376) TO CHANDIKHOLE (, DHENKANAL, ODISHA Appointed declared on 11.02.2020 630 REHABILITATION AND UPGRAD",Road Transport & Highways,Uttar Pradesh,1.0,0.884,6.453,0,36.0,On Schedule,0,Low,1630
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000736,REHABILITATION AND UPGRADATION OF CUTTACK- ANGUL SECTION TO 4 LANE (KM 60.20) TO (KM 112.0) PKG II ON,NHAI,1-20189/2020,(N.A.),,6/2025,686.65,504.09,1015.16,328.51,47.84,435.8595,173.0,63.48,-109.52,0.0,High,On Schedule,"Background REHABILITATION AND UPGRADATION OF CUTTACK-ANGUL SECTION TO 4 LANE (KM 60.20) TO (KM 112.0) PKG II ON, DHENKANAL, ODISHA Physical progress achieved so far is 16%. Ministry Of Statistics and Programme Implementation Infrastructure and Project Monitoring Division Release On 24-Aug-2020 Out o",Road Transport & Highways,Odisha,1.478,0.635,6.533,0,36.0,On Schedule,0,High,1631
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000738,REHABILITATION AND UPGRADATION OF SIX LANING OF BHADRAK BALESHWAR SECTION (KM 136.50) TO (KM 199.141,NHAI,1-20189/2021,(N.A.),,7/2025,999.0,1152.7,1152.7,153.7,15.39,498.828,1192.0,49.93,-1142.07,0.0,Medium,On Schedule,"Background REHABILITATION AND UPGRADATION OF SIX LANING OF BHADRAK BALESHWAR SECTION (KM 136.50) TO (KM 199.141, BALESWAR (BALASORE), ODISHA This Project was approved on Jan’18 with Capital Investment of Rs. 999 Crores. 639 SIX-LANING OF BANGALORE – NIDAG",Road Transport & Highways,Multi-State / Central,1.154,0.499,6.908,0,36.0,On Schedule,0,Medium,1632
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000208,MURKONGSELEK-PASIGHAT NL,NFR,4-20113/2020,(N.A.),,11/2025,414.84,,1252.49,837.65,201.92,709.3951,1079.0,171.0,-908.0,0.0,High,On Schedule,"Background MURKONGSELEK-PASIGHAT NL, MULTI STATE Present status: vkbZ- ih- ,e- Mh- Hkkjr ljdkj] lkaf[;dh ,oa dk;ZØe dk;kZUo;u ea=ky; 286 MoSPI OCMS Detailed estimate of Rs 415.59 cr submitted to Rly. Board for sanction. FLS & Geo-tech investigation completed. Land acquisition in Assam: Due to enactm",Other Infrastructure,Multi-State / Central,3.019,1.71,6.03,0,36.0,On Schedule,0,High,1633
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000206,NEW BG LINE FROM BALURGHAT TO HILLY NFR,NFR,4-20103/2020,(N.A.),,3/2027,242.22,,1181.57,939.35,387.81,402.036,1081.0,165.98,-915.02,0.0,High,On Schedule,"Background NEW BG LINE FROM BALURGHAT TO HILLY NFR, MULTI STATE (i) Intial Pink Book Cost :- Rs 170.91 Crs. (ii) ROR :- (-) 9.27 % (iii) This project connect the Bangladesh Border at Hilli. (iv) This project has been kept in abeyance by Railway Board vide DO L/No 2019/W-1/Genl./Budget/1 Dated 24.09.",Other Infrastructure,Multi-State / Central,4.878,1.66,5.494,0,36.0,On Schedule,0,High,1634
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002079,REHABILITATION AND UP GRADATION FROM 4 TO 8 LANING OF CHANDIKHOLE PARADIP SECTION OF NH 53 FROM KM,NHAI,12-202312/2025,(N.A.),,12/2025,742.25,,742.25,0.0,0.0,186.574,1198.0,25.14,-1172.86,0.0,Low,On Schedule,,Road Transport & Highways,Uttar Pradesh,1.0,0.251,6.611,0,36.0,On Schedule,0,Low,1635
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002081,3L MAJOR BRIDGE OVER RIVER BRAHMANI AT KM. 401.250 (DUBURI CHANDIKHOLE SECTION) OF NH 200 (NEW NH 5,NHAI,8-20221/2025,(N.A.),,12/2026,153.61,,153.61,0.0,0.0,14.2221,1200.0,9.26,-1190.74,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.093,5.041,0,36.0,On Schedule,0,Low,1636
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001647,BALANCE WORK OF PANIKOILI RIMULI SECTION OF NEW NH-20 FROM KM 0.00 TO KM. 163.000,NHAI,8-20203/2022,(N.A.),,5/2025,200.0,154.73,154.73,-45.27,-22.64,150.3899,1204.0,75.19,-1128.81,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,0.774,0.752,5.303,0,36.0,On Schedule,0,Low,1637
MAR-2025,2025,MAR,FRMarch2025.pdf,N28000142,"CONSTRUCTION OF PERMANENT CAMPUS OF INDIAN INSTITUTE OF MANAGEMENT (IIM) AMRITSAR, PUNJAB.",CPWD EDUCATION,10-20195/2022,(N.A.),,7/2025,348.24,,348.24,0.0,0.0,284.459,1215.0,81.68,-1133.32,0.0,Low,On Schedule,,Other Infrastructure,Punjab,1.0,0.817,5.856,0,36.0,On Schedule,0,Low,1638
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000502,"MANSA-BHATINDA (PHASE-I), INCL. NEW MATERIAL MODIFICATION FOR RAMA MANDI (RAMAN) - SADA SINGHWALA VI",NR,6-20098/2016,(N.A.),,8/2025,404.0,,404.0,0.0,0.0,190.0,100.0,47.03,-52.97,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.47,6.004,0,36.0,On Schedule,0,Low,1639
MAR-2025,2025,MAR,FRMarch2025.pdf,N22000589,LUDHIANA MULLANPUR DOUBLING,NR,9-20203/2025,(N.A.),,3/2025,82.99,,235.0,152.01,183.17,2.5098,1221.0,3.02,-1217.98,0.0,High,On Schedule,,Railways,Punjab,2.832,0.03,4.431,0,36.0,On Schedule,0,High,1640
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001961,WORK OF WIDENING/UPGRADATION OF 2- LANE WITH PAVED SHOULDER OF SRI MUKTSAR SAHIB TO MALOUT ROAD FROM,MoRTH,3-202210/2023,(N.A.),,4/2025,152.58,,152.58,0.0,0.0,81.2569,1223.0,53.26,-1169.74,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.533,5.034,0,36.0,On Schedule,0,Low,1641
MAR-2025,2025,MAR,FRMarch2025.pdf,N24000910,REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A FROM MAKHU (DESIGN CH 0 000,MoRTH,3-201811/2020,(N.A.),,6/2024,170.57,192.48,150.0,-20.57,-12.06,104.9879,1226.0,61.55,-1164.45,0.0,Low,On Schedule,"Background REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A FROM MAKHU (DESIGN CH 0 000, PUNJAB Project approved in March 2018 with cost of Rs 170.57 and it is to be completed by Nov’",Road Transport & Highways,Uttar Pradesh,0.879,0.616,5.145,0,36.0,On Schedule,0,Low,1642
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002092,6-LANE AMRITSAR-BATHINDA GREENFIELD SECTION OF NH- 754A FROM JUNCTION WITH MOGA JALANDHAR ROAD (NH-70,NHAI,3-202110/2025,(N.A.),,10/2025,1801.37,,1801.37,0.0,0.0,1003.17,40.44,55.69,15.25,0.0,Medium,On Schedule,,Road Transport & Highways,Punjab,1.0,0.557,7.497,1,36.0,On Schedule,0,Medium,1643
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002098,6L OF AMBALA-CHANDIGARH GREENFIELD SECTION FROM KM. 0.000 TO KM. 25.000 WITH 4L SPUR TO LALRU FROM K,NHAI,3-202210/2025,(N.A.),,10/2025,1641.66,,1641.66,0.0,0.0,134.0044,1232.0,8.16,-1223.84,0.0,Low,On Schedule,,Road Transport & Highways,Multi-State / Central,1.0,0.082,7.404,0,36.0,On Schedule,0,Low,1644
MAR-2025,2025,MAR,FRMarch2025.pdf,N24002102,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I SPUR-I) FROM JN. WITH KAPURTHALA - SULTANPUR LODHI ROAD (NH,NHAI,1-20204/2026,(N.A.),,4/2027,2165.23,,2165.23,0.0,0.0,158.9418,1235.0,7.34,-1227.66,0.0,Low,On Schedule,,Road Transport & Highways,Punjab,1.0,0.073,7.681,0,36.0,On Schedule,0,Low,1645
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001630,4/6L GREENFIELD LUDHIANA RUPNAGAR HIGHWAY FROM JUNCTION WITH NE 05 VILLAGR NEAR TO MANEWAL (LUDHIANA,NHAI,7-20212/2025,(N.A.),,2/2025,1501.02,,1501.02,0.0,0.0,357.007,1242.0,23.78,-1218.22,0.0,Low,On Schedule,,Road Transport & Highways,Punjab,1.0,0.238,7.315,0,36.0,On Schedule,0,Low,1646
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001637,DEVELOPMENT OF 6 LANE JALANDHAR BYPASS FROM KAHLWAN NATIONAL HIGHWAY 03 DESIGN KM 0.00 ENDING AT K,NHAI,3-20211/2025,(N.A.),,1/2025,1754.84,,1754.84,0.0,0.0,1082.62,33.49,61.69,28.2,0.0,Medium,On Schedule,,Road Transport & Highways,Punjab,1.0,0.617,7.471,1,36.0,On Schedule,0,Medium,1647
MAR-2025,2025,MAR,FRMarch2025.pdf,N24001640,6L AMRITSAR BATHINDA GREENFIELD SECTION FROM VILLAGE TIBA ON NE 5A TO JN. WITH MOGA JALANDHAR ROAD N,NHAI,3-202111/2024,(N.A.),,11/2024,1229.38,,1229.38,0.0,0.0,729.774,1249.0,59.36,-1189.64,0.0,Low,On Schedule,,Road Transport & Highways,Punjab,1.0,0.594,7.115,0,36.0,On Schedule,0,Low,1648
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000285,RPR OF HINGULA EXPANSION OCP,MCL,11-20223/2029,(N.A.),,3/2029,1561.85,,1561.85,0.0,0.0,43.333,1144.0,2.77,-1141.23,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.028,7.354,0,36.0,On Schedule,0,Low,1649
MAR-2025,2025,MAR,FRMarch2025.pdf,N06000288,BALABHADRA OCP,MCL,4-20233/2030,(N.A.),,3/2030,978.44,,978.44,0.0,0.0,208.371,1146.0,21.3,-1124.7,0.0,Low,On Schedule,,Coal & Mines,Multi-State / Central,1.0,0.213,6.887,0,36.0,On Schedule,0,Low,1650
MAR-2025,2025,MAR,FRMarch2025.pdf,N16000520,CGD PROJECTS AT FAZILKA (EXCEPT AREA ALREADY AUTHORIZED) GANGANAGAR AND HANUMANGARH DISTRICTS,BPCL,12-20226/2030,(N.A.),,6/2030,3207.0,,3207.0,0.0,0.0,287.7119,1260.0,8.97,-1251.03,0.0,Low,On Schedule,,Petroleum & Natural Gas,Multi-State / Central,1.0,0.09,8.073,0,36.0,On Schedule,0,Low,1651
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,PGCIL,3-20239/2024,(N.A.),,5/2025,1433.28,,1433.28,0.0,0.0,850.4789,1262.0,59.34,-1202.66,0.0,Low,On Schedule,,Power & Renewable Energy,Rajasthan,1.0,0.593,7.268,0,36.0,On Schedule,0,Low,1652
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000368,MW SOLAR POWER PROJECT UNDER CPSU SCHEME,NHPC,5-202211/2023,(N.A.),,8/2025,1677.12,,1677.12,0.0,0.0,1023.13,84.0,61.01,-22.99,0.0,Low,On Schedule,,Power & Renewable Energy,Multi-State / Central,1.0,0.61,7.425,0,36.0,On Schedule,0,Low,1653
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",PGCIL,8-20232/2025,(N.A.),,4/2025,688.74,,688.74,0.0,0.0,330.0089,1264.0,47.91,-1216.09,0.0,Low,On Schedule,,Power & Renewable Energy,Rajasthan,1.0,0.479,6.536,0,36.0,On Schedule,0,Low,1654
MAR-2025,2025,MAR,FRMarch2025.pdf,N18000379,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART E2,PGCIL,11-20236/2025,(N.A.),,6/2025,428.0,,428.0,0.0,0.0,0.002,1269.0,0.0,-1269.0,0.0,Low,On Schedule,,Power & Renewable Energy,Rajasthan,1.0,0.0,6.061,0,36.0,On Schedule,0,Low,1655
